World rank,Country,Institution,Total Score,PUB,CNCI,IC,TOP,AWARD
401-500,Hungary,University of Szeged,null,19.5,82.8,82.8,11.7,0
401-500,UnitedKingdom,University of Surrey,null,30.9,52.9,85.9,26.4,0
401-500,Netherlands,University of Twente,null,36.1,53.7,77.9,29.1,0
401-500,Finland,University of Turku,null,28.7,67.1,92.9,17.4,0
401-500,UnitedStates,University of Utah,null,34.1,65.7,71.9,24.6,0
401-500,Germany,University of Ulm,null,29,57.5,78.3,35,0
401-500,Vietnam,Vietnam National University Hanoi,null,19.2,61.5,88.6,31.4,0
401-500,Croatia,University of Zagreb,null,26.3,63,89.9,28.3,0
401-500,UnitedStates,Washington State University,null,24.9,74.3,62.7,22,0
401-500,India,Visva Bharati University,null,25.6,71.8,81.1,25.8,0
401-500,UnitedStates,West Virginia University,null,24.3,79.8,76.3,17,0
401-500,UnitedStates,Washington University in St. Louis,null,30.1,61,68.4,24.3,0
401-500,Turkey,Yildiz Technical University,null,23.4,66.1,79.4,21.7,0
401-500,Egypt,Zewail City of Science & Technology,null,18.6,76.6,90.2,22,0
chemistry,2018,,,,,,,
1,UnitedStates,"University of California, Berkeley",354.2,76.8,90,70.2,100,73.3
2,UnitedStates,Stanford University,349.7,61,100,71.5,80.3,94.1
3,UnitedStates,Massachusetts Institute of Technology (MIT),340.7,72,89.7,70.4,85.1,79.8
4,UnitedStates,Harvard University,316.7,59.5,86,73.6,78.2,78.3
5,UnitedStates,California Institute of Technology,315.5,46.8,87.2,62.9,69,100
6,UnitedStates,Northwestern University,302.5,62.6,88.7,66.7,88.6,49.2
7,Switzerland,Swiss Federal Institute of Technology Zurich,280.9,69.7,74.1,79.2,74.8,46.5
8,UnitedKingdom,University of Cambridge,276.6,66.1,80.1,84.8,76.5,36.9
9,UnitedStates,University of Chicago,274.1,69.5,80.1,65.7,78.7,32.6
10,Japan,Kyoto University,271.7,86.6,64.5,51,95.3,15.1
11,UnitedStates,The University of Texas at Austin,268.7,59.3,84.7,61.6,67.2,45.2
12,Singapore,Nanyang Technological University,265.6,84,93.9,80.9,71.5,0
13,UnitedStates,Georgia Institute of Technology,263,62.8,88.9,76.3,53.4,42.6
14,UnitedKingdom,University of Oxford,251.7,66.7,80.8,79,73.3,15.1
15,Japan,The University of Tokyo,247.7,80.1,67.1,51.1,90.3,0
16,China,University of Science and Technology of China,247.5,85.5,81.7,49.4,70.3,0
17,UnitedStates,Columbia University,247.3,41.8,82.7,68.4,55.5,53.7
18,UnitedStates,Texas A&M University,246.9,51.4,72.6,67,57.3,52.2
19,China,Peking University,244.1,87.2,76.2,49.5,70.9,0
20,UnitedStates,"University of California, Los Angeles",242.4,50.1,91.4,71.9,67.1,19.5
21,China,Tsinghua University,240.8,93.5,78.6,48.1,59.1,0
22,Switzerland,Swiss Federal Institute of Technology Lausanne,234.7,60.5,94.1,85.8,63,0
23,UnitedStates,"University of California, San Diego",233.4,49.2,80.3,65.1,60.7,30.2
24,UnitedStates,"University of California, Santa Barbara",232.9,45.8,86.9,73,58,27.5
25,Singapore,National University of Singapore,231.2,74,83.8,76.8,58,0
26,UnitedStates,University of North Carolina at Chapel Hill,230.8,41.9,81.7,61,56.1,38.9
27,China,Zhejiang University,229.5,99.1,72,47.9,48.7,0
28,UnitedStates,University of Illinois at Urbana-Champaign,228.3,56.2,77.7,62.8,69.6,12.3
29,China,Fudan University,225,78.2,77.7,50.8,58.9,0
30,UnitedStates,Rice University,223.1,41.4,92.9,71.5,35.7,38.9
31,Canada,University of Toronto,222.8,57.2,74.1,69.3,58.1,19.5
32,UnitedStates,Cornell University,221.9,48.5,77.2,68.2,56.5,26.1
33,China,Nanjing University,220.6,86.3,74.6,45.4,50.6,0
34,Japan,Osaka University,219.5,73.9,61.8,55.5,72.7,0
35,UnitedStates,University of Southern California,219.3,36.2,77.2,64.5,39.4,53.7
36,UnitedStates,University of Utah,219.2,40.9,70.7,62.8,42.8,52.2
36,China,Jilin University,219.2,100,65.1,42.6,45.6,0
38,UnitedStates,University of Pennsylvania,218.1,48,84,61.2,56.4,17.4
39,France,University of Strasbourg,216.9,55.5,67.7,79.9,46.4,31.4
40,UnitedKingdom,Imperial College London,216.6,60.7,76.7,80.4,48.1,15.1
41,UnitedStates,Purdue University - West Lafayette,215.6,53.8,73.9,58.4,46.1,30.2
42,Japan,Nagoya University,214.2,53.5,62.4,54.3,59.2,28.2
43,UnitedStates,"University of Minnesota, Twin Cities",212.2,54.4,74.6,61.8,49.5,21.3
44,China,Nankai University,211.6,76.6,77.2,37.9,50.3,0
45,SaudiArabia,King Abdulaziz University,210.8,65.9,81.7,99.6,43.3,0
46,UnitedStates,Carnegie Mellon University,209.5,35.9,83.1,66.7,38.2,38.9
47,UnitedStates,University of Michigan-Ann Arbor,208.2,56.7,77.9,63.8,60.9,0
48,UnitedStates,University of Wisconsin - Madison,207.7,54.3,79.6,63.5,61.1,0
49,China,Xiamen University,206.4,68.6,75.7,54.7,51.2,0
50,SouthKorea,Korea Advanced Institute of Science and Technology,205.5,63,78.4,53.8,53.4,0
51-75,UnitedStates,Arizona State University,null,37.6,72.3,65.4,36.7,36.9
51-75,UnitedStates,Duke University,null,33.4,82.4,67.4,38,27.5
51-75,China,East China University of Science and Technology,null,79.2,68.2,48,42.6,0
51-75,Japan,Hokkaido University,null,60.9,62.1,52.1,47.2,21.3
51-75,UnitedStates,Johns Hopkins University,null,42.2,68.2,64.3,50,26.1
51-75,Germany,Karlsruhe Institute of Technology (KIT),null,63.4,70.2,76.4,46.1,0
51-75,SaudiArabia,King Abdullah University of Science and Technology,null,44.7,91.4,89.1,44.5,0
51-75,UnitedStates,Pennsylvania State University - University Park,null,56.7,77.4,66,51.6,0
51-75,SouthKorea,Seoul National University,null,74.2,69.6,51.3,43.3,0
51-75,China,Shanghai Jiao Tong University,null,75.9,70.7,53.3,36.7,0
51-75,China,Sichuan University,null,89.4,61.8,35.2,41.5,0
51-75,China,Soochow University (China),null,75,79.6,51.3,38.2,0
51-75,China,South China University of Technology,null,80.2,75.7,45.6,29.2,0
51-75,Germany,Technical University Munich,null,57.7,69.3,75.5,56.8,0
51-75,Israel,Technion-Israel Institute of Technology,null,34.4,69.3,75.7,30,52.2
51-75,UnitedKingdom,The University of Manchester,null,57.8,72,77.3,56.8,0
51-75,Japan,Tohoku University,null,71.2,62.1,61.9,55.5,0
51-75,France,Universit? Grenoble Alpes,null,62.7,69.9,80.4,50.9,0
51-75,Canada,University of Alberta,null,50.9,63.3,67.2,37.6,30.2
51-75,UnitedStates,"University of California, Irvine",null,40.2,69.6,63.4,51.6,27.5
51-75,Germany,University of Goettingen,null,42.4,84.9,72.7,52.4,0
51-75,Netherlands,University of Groningen,null,42.2,71.5,79.7,43.8,24.6
51-75,Germany,University of Muenster,null,52.7,75.7,67.8,55.4,0
51-75,Israel,Weizmann Institute of Science,null,34.5,74.6,77,43.8,33.7
51-75,UnitedStates,Yale University,null,39.5,77.7,63,51.9,21.3
76-100,Denmark,Aarhus University,null,45.4,64.8,85.1,38.8,21.3
76-100,China,Dalian University of Technology,null,71.2,71.2,51.7,36.1,0
76-100,China,Huazhong University of Science and Technology,null,64.5,78.4,52.9,30.8,0
76-100,China,Hunan University,null,59.2,78.1,40.6,36.9,0
76-100,Belgium,KU Leuven,null,57.4,69.9,83,37.6,0
76-100,Japan,Kyushu University,null,62,61.2,55.3,51.6,0
76-100,China,Lanzhou University,null,65.4,75.7,35.4,35.4,0
76-100,Australia,Monash University,null,59.1,75.4,79.4,41.5,0
76-100,UnitedStates,Princeton University,null,39.5,88.7,63.3,51.2,0
76-100,UnitedStates,"Rutgers, The State University of New Jersey - New Brunswick",null,47.6,79.6,69,44,0
76-100,Germany,RWTH Aachen University,null,53,71.8,69.9,48.4,0
76-100,China,Sun Yat-sen University,null,65.5,77.4,44.5,33.2,0
76-100,Germany,Technical University of Berlin,null,44,73.6,73.3,51.3,0
76-100,China,Tianjin University,null,77.8,69.1,44.1,36.5,0
76-100,Japan,Tokyo Institute of Technology,null,65.8,58.6,51.7,55.8,0
76-100,UnitedKingdom,University College London,null,57.3,73.4,81.8,43,0
76-100,UnitedStates,"University of California, Davis",null,49.5,67.4,69.8,51,0
76-100,UnitedStates,University of Colorado at Boulder,null,40.9,75.2,63.1,38.4,15.1
76-100,UnitedStates,University of Delaware,null,42.2,77.9,62,40,21.3
76-100,Germany,University of Erlangen-Nuremberg,null,52.6,69.9,77.6,51.8,0
76-100,UnitedStates,"University of Maryland, College Park",null,46.3,78.6,66.7,43.7,0
76-100,Germany,University of Munich,null,48.4,72.3,65.1,58.7,0
76-100,France,University of Paris-Sud (Paris 11),null,55,62.4,74.3,39.4,21.3
76-100,UnitedStates,University of Washington,null,48.4,84.3,67.1,47.7,0
76-100,China,Wuhan University,null,66,77.2,42.1,40.9,0
101-150,China,Beijing Institute of Technology,null,60.5,68.8,44.5,27.3,0
101-150,China,Beijing University of Chemical Technology,null,70.5,66,41.9,23,0
101-150,France,Claude Bernard University Lyon 1,null,56,63.6,73.6,39.2,0
101-150,Netherlands,Delft University of Technology,null,43,76.2,85.8,31,0
101-150,China,East China Normal University,null,52.6,72.6,47.9,38,0
101-150,Netherlands,Eindhoven University of Technology,null,46.2,74.1,81.1,40.3,0
101-150,UnitedStates,Emory University,null,33,78.6,65.6,43.5,0
101-150,Germany,Free University Berlin,null,49.4,66.3,73.6,46.6,0
101-150,China,Harbin Institute of Technology,null,72.2,66,51.4,20.8,0
101-150,Germany,Heidelberg University,null,44.3,69.3,70.1,42.4,0
101-150,Germany,Humboldt University of Berlin,null,42.3,66,72.3,45.7,0
101-150,SouthKorea,Korea University,null,61.8,66.8,51.1,30.8,0
101-150,Sweden,KTH Royal Institute of Technology,null,52.3,69.3,85.5,27,0
101-150,China-Taiwan,National Taiwan University,null,64.4,68.8,56.6,35.7,0
101-150,China-Taiwan,National Tsing Hua University,null,53,70.7,53.2,38.6,0
101-150,UnitedStates,North Carolina State University - Raleigh,null,48.1,76.4,67.5,32.2,0
101-150,France,Paul Sabatier University (Toulouse 3),null,50.7,66,77.5,44.4,0
101-150,SouthKorea,Pohang University of Science and Technology,null,52.2,74.4,59.4,40.7,0
101-150,China,Shandong University,null,78.7,65.7,40.2,26.1,0
101-150,France,Sorbonne University,null,56.2,61.2,81.9,38,0
101-150,Sweden,Stockholm University,null,38.8,72,81.2,39.4,0
101-150,SouthKorea,Sungkyunkwan University,null,63.3,75.2,54.2,30.5,0
101-150,Denmark,Technical University of Denmark,null,53,71.5,82.2,31.3,0
101-150,Israel,The Hebrew University of Jerusalem,null,39.8,68.8,75.5,33.4,15.1
101-150,China-HongKong,The Hong Kong University of Science and Technology,null,45.9,85.6,53.1,34.8,0
101-150,Australia,The University of New South Wales,null,50.2,74.1,75.7,29.7,0
101-150,Australia,The University of Queensland,null,54.9,72,79.1,34.3,0
101-150,Germany,TU Dresden,null,51.8,70.7,75.2,40.2,0
101-150,SouthKorea,Ulsan National Institute of Science and Technology,null,43.2,89.7,61.7,34.3,0
101-150,Spain,University of Barcelona,null,58.7,64.5,78.9,40,0
101-150,Germany,University of Bochum,null,42.8,70.2,73.4,43,0
101-150,UnitedKingdom,University of Bristol,null,41.1,70.7,78.6,50.9,0
101-150,Canada,University of British Columbia,null,44.5,63.6,71.5,37.4,21.3
101-150,UnitedStates,"University of California, Riverside",null,36.6,83.3,64,42,0
101-150,Denmark,University of Copenhagen,null,48.2,66.8,85.4,33.6,0
101-150,UnitedStates,University of Florida,null,47,71.5,72.7,39.2,0
101-150,UnitedStates,University of Massachusetts Amherst,null,41.8,83.3,69,34.1,0
101-150,France,University of Montpellier,null,54,64.2,77.2,35.2,0
101-150,UnitedStates,"University of Pittsburgh, Pittsburgh Campus",null,40.7,74.4,62.3,44.5,0
101-150,UnitedStates,University of Rochester,null,26.7,81.3,60,30,24.6
101-150,UnitedKingdom,University of St Andrews,null,38.5,70.7,78.8,39.4,0
101-150,Spain,University of the Basque Country,null,56.6,69.6,75.4,30.5,0
101-150,Japan,University of Tsukuba,null,42.9,59.3,54.5,37.6,17.4
101-150,UnitedKingdom,University of Warwick,null,43.5,73.9,79.2,39.2,0
101-150,Canada,University of Waterloo,null,45.9,75.9,73.5,28.1,0
101-150,Germany,University of Wuerzburg,null,38,68.2,68.7,44.7,0
101-150,Sweden,Uppsala University,null,48.8,68.5,83.3,32,0
101-150,Netherlands,Utrecht University,null,42.9,72.6,79.4,40.2,0
101-150,China,Xian Jiao Tong University,null,62.6,69.3,53,25.5,0
101-150,SouthKorea,Yonsei University,null,58.3,63.6,56.2,44,0
151-200,France,Aix Marseille University,null,50,63,75.3,34.8,0
151-200,Spain,Autonomous University of Barcelona,null,45.6,64.5,77.3,33.4,0
151-200,UnitedStates,Boston College,null,20.6,87.8,57.2,42.4,0
151-200,UnitedStates,Boston University,null,28.3,72.3,65,30.8,15.1
151-200,UnitedStates,Brown University,null,29.2,83.1,72.4,32.5,0
151-200,UnitedStates,Case Western Reserve University,null,36,81.3,68,31.3,0
151-200,China-HongKong,City University of Hong Kong,null,45.3,81,54.6,25.8,0
151-200,SouthKorea,Ewha Womans University,null,39.2,69.3,68.8,37.1,0
151-200,UnitedStates,Florida State University,null,37,69.9,64,40.2,0
151-200,China,Fuzhou University,null,53.2,80.3,36.4,23,0
151-200,Belgium,Ghent University,null,51.8,69.9,80.9,24.9,0
151-200,SouthKorea,Hanyang University,null,58.8,67.7,58.6,20.1,0
151-200,Iran,Islamic Azad University,null,90.5,52.4,41.1,7.9,0
151-200,UnitedStates,Kent State University,null,23.4,99.4,79.7,24.6,0
151-200,SaudiArabia,King Saud University,null,66.3,58.9,96.6,13.1,0
151-200,Sweden,Lund University,null,48,66.5,88.2,27.6,0
151-200,Canada,McGill University,null,43,66.8,69.7,36.1,0
151-200,China,NanJing Tech University,null,57.3,66.8,47.4,27,0
151-200,China,Southeast University,null,57.3,66,43,24.9,0
151-200,UnitedStates,Stony Brook University,null,34.8,74.1,74.9,34.6,0
151-200,China-HongKong,The Chinese University of Hong Kong,null,39.7,78.1,55.4,31.3,0
151-200,UnitedStates,The Ohio State University - Columbus,null,44.3,66.5,60.5,39.4,0
151-200,Australia,The University of Adelaide,null,30.6,91,77.5,22.3,0
151-200,UnitedKingdom,The University of Edinburgh,null,37.9,67.1,79.6,41.1,0
151-200,Australia,The University of Melbourne,null,44.7,71,70.3,30.8,0
151-200,UnitedKingdom,The University of Sheffield,null,37.8,69.9,74.6,33.2,0
151-200,UnitedStates,"University at Buffalo, the State University of New York",null,35.5,74.9,68.7,33.4,0
151-200,Netherlands,University of Amsterdam,null,34.5,75.7,84.4,30.8,0
151-200,UnitedKingdom,University of Bath,null,38.3,75.9,75.2,29.2,0
151-200,Italy,University of Bologna,null,50.3,63.6,72.4,27.6,0
151-200,Germany,University of Bonn,null,36.5,66.5,67,41.9,0
151-200,Germany,University of Freiburg,null,40.7,65.1,73.4,39.8,0
151-200,Switzerland,University of Geneva,null,37.5,69.6,76.4,39.8,0
151-200,UnitedKingdom,University of Liverpool,null,34.6,72,81.1,39,0
151-200,Germany,University of Marburg,null,38.2,67.1,76.2,42,0
151-200,UnitedStates,University of Missouri - Columbia,null,30.1,60.8,55.2,20.5,36.9
151-200,UnitedStates,University of Nebraska - Lincoln,null,31.9,83.8,74.2,27.3,0
151-200,UnitedStates,University of Notre Dame,null,39,75.7,58.4,36.3,0
151-200,UnitedKingdom,University of Nottingham,null,43.2,66,75,36.9,0
151-200,Germany,University of Regensburg,null,35.9,69.9,76.2,41.9,0
151-200,France,University of Rennes 1,null,45.8,63.9,79.7,31.3,0
151-200,Germany,University of Rostock,null,42.8,65.4,74.3,40.9,0
151-200,Australia,University of Sydney,null,45.5,66.5,78.3,31,0
151-200,UnitedStates,University of Tennessee - Knoxville,null,45.2,71.5,64.7,30.5,0
151-200,Spain,University of Valencia,null,48.2,67.1,77.2,31.5,0
151-200,Australia,University of Wollongong,null,39.3,82.7,86.9,24,0
151-200,Spain,University of Zaragoza,null,44.7,65.7,74.4,33.2,0
151-200,Switzerland,University of Zurich,null,35.4,68.2,77.3,39.2,0
151-200,UnitedStates,Vanderbilt University,null,35.3,77.2,59.3,31,0
151-200,China,Wuhan University of Technology,null,45.7,84.9,63,18,0
201-300,Finland,Aalto University,null,40.8,66.5,83.9,21.6,0
201-300,Spain,Autonomous University of Madrid,null,42.3,63,75.2,28.1,0
201-300,China,Beihang University,null,50.3,70.7,46.3,21.9,0
201-300,China,Beijing Normal University,null,44.7,64.2,47,23,0
201-300,UnitedKingdom,Cardiff University,null,36,64.5,77.8,28.4,0
201-300,China,Central South University,null,63.5,67.7,43.8,13.1,0
201-300,Sweden,Chalmers University of Technology,null,41.4,65.1,82.1,22.3,0
201-300,Czech,Charles University in Prague,null,50.5,56.6,70.9,24.6,0
201-300,China,Chongqing University,null,50.6,68.2,45.8,22.3,0
201-300,UnitedStates,Colorado State University,null,29.3,72,63.6,35.2,0
201-300,Spain,Complutense University of Madrid,null,47.7,61.5,72.7,30,0
201-300,Australia,Curtin University,null,35.1,72.6,85.3,17.2,0
201-300,China,Donghua University,null,49.2,68.8,52.9,17.6,0
201-300,UnitedStates,Drexel University,null,29.8,89.3,63.2,18,0
201-300,UnitedKingdom,Durham University,null,35.4,70.2,82.6,25.2,0
201-300,France,Ecole Normale Superieure - Lyon,null,28.9,70.2,79.1,28.9,0
201-300,Australia,Griffith University,null,28.3,80.3,88,14.2,0
201-300,China,Huazhong Normal University,null,37.4,80.3,40.7,21.2,0
201-300,India,Indian Institute of Science,null,53.9,64.2,46.4,26.7,0
201-300,UnitedStates,Indiana University Bloomington,null,30.6,66.3,54.6,39,0
201-300,UnitedStates,Iowa State University,null,43.1,66.3,63.1,31.5,0
201-300,China,Jiangnan University,null,57.6,65.1,47.6,11.8,0
201-300,China,Jiangsu University,null,53.4,69.6,38.6,11.1,0
201-300,SouthKorea,Kyung Hee University,null,47.2,67.4,52.8,20.5,0
201-300,Netherlands,Leiden University,null,35.7,70.4,81.7,30.2,0
201-300,Sweden,Linkoping University,null,32.2,79.8,87.8,21.6,0
201-300,UnitedStates,Michigan State University,null,37.6,74.1,60.3,27.8,0
201-300,Russia,Moscow State University,null,70.8,47.5,63.3,20.8,0
201-300,China,Nanjing University of Science and Technology,null,52.5,64.5,40.7,17.2,0
201-300,China-Taiwan,National Chiao Tung University,null,45.9,64.2,60.3,18.9,0
201-300,France,National Polytechnic Institute of Toulouse,null,36.6,68.8,74.9,25.8,0
201-300,UnitedStates,New York University,null,30.6,66.3,73.3,37.1,0
201-300,China,Northeast Normal University,null,50.3,68.8,30.3,23,0
201-300,Italy,Polytechnic Institute of Milan,null,38.7,69.1,70.4,24,0
201-300,Spain,Polytechnic University of Valencia,null,42.4,66.3,69.6,27.6,0
201-300,UnitedKingdom,Queen Mary University of London,null,27.3,74.1,83.9,24,0
201-300,Netherlands,Radboud University Nijmegen,null,33,68,82.4,32.7,0
201-300,Italy,Sapienza University of Rome,null,50.4,64.5,67.7,21.2,0
201-300,China,Shanghai University,null,53,69.1,48.7,19.7,0
201-300,China,Southern University of Science and Technology,null,21.8,84.7,55.7,24,0
201-300,Germany,Technical University Darmstadt,null,37.2,65.7,72.4,24,0
201-300,Germany,Technical University of Braunschweig,null,33.2,66,72.9,28.1,0
201-300,Germany,Technical University of Dortmund,null,31.6,61.8,63.2,34.8,0
201-300,Israel,Tel Aviv University,null,32.8,64.5,73.2,26.7,15.1
201-300,Australia,The Australian National University,null,35.3,70.4,79.4,26.1,0
201-300,China-HongKong,The Hong Kong Polytechnic University,null,40.3,78.9,48.9,21.2,0
201-300,UnitedStates,The University of Akron,null,38.2,69.6,64.5,25.2,0
201-300,Canada,The University of Calgary,null,34,65.7,69.1,26.7,0
201-300,UnitedStates,The University of Georgia,null,38.8,61.5,73.3,35.2,0
201-300,UnitedKingdom,The University of Glasgow,null,31.5,64.2,80.3,32,0
201-300,China-HongKong,The University of Hong Kong,null,37.4,71.5,55,34.6,0
201-300,UnitedStates,The University of New Mexico - Albuquerque,null,32.5,76.2,70.2,25.8,0
201-300,UnitedStates,The University of Texas at Dallas,null,27.7,83.1,69.6,22.3,0
201-300,UnitedStates,The University of Texas at San Antonio,null,24.4,85.2,81,21.9,0
201-300,China,Tongji University,null,52.3,68.5,48,18.5,0
201-300,Ireland,Trinity College Dublin,null,34.6,75.2,83.3,23.6,0
201-300,Spain,Universitat Jaume I,null,29.7,82.4,78.9,18,0
201-300,France,Universite de Lille,null,49.1,61.5,79.5,23.6,0
201-300,Ireland,University College Dublin,null,32.1,72.8,80.7,22.3,0
201-300,Belgium,University of Antwerp,null,37.4,69.6,89.8,25.5,0
201-300,Portugal,University of Aveiro,null,47.4,63.6,77.9,14.7,0
201-300,Switzerland,University of Basel,null,36.4,64.2,79.3,37.4,0
201-300,Germany,University of Bayreuth,null,37.7,66.5,71.5,31.3,0
201-300,UnitedStates,"University of California, Santa Cruz",null,22.8,91.4,74,17.6,0
201-300,UnitedStates,University of Connecticut,null,36.1,71.2,57.3,21.9,0
201-300,Italy,University of Florence,null,41.5,67.4,74.3,24.6,0
201-300,Germany,University of Frankfurt,null,32.5,61.2,73.9,37.8,0
201-300,UnitedStates,University of Houston,null,36.8,70.2,68.9,28.7,0
201-300,UnitedStates,University of Illinois at Chicago,null,31.8,74.1,63.4,31.3,0
201-300,Germany,University of Jena,null,42.1,65.1,75.3,29.2,0
201-300,Finland,University of Jyvaskyla,null,28.6,67.7,89.4,32.2,0
201-300,Switzerland,University of Lausanne,null,21.9,71.2,77.6,7.9,24.6
201-300,UnitedKingdom,University of Leeds,null,39.2,62.7,70.9,26.4,0
201-300,Portugal,University of Lisbon,null,55.9,61.8,77.7,20.1,0
201-300,Germany,University of Mainz,null,41.1,67.7,75.1,28.9,0
201-300,Italy,University of Milan,null,44.8,62.4,68.4,21.6,0
201-300,Italy,University of Naples Federico II,null,42.9,62.1,66.7,22.6,0
201-300,Canada,University of Ottawa,null,35,67.4,72,31,0
201-300,Italy,University of Padua,null,42.9,64.5,75.1,26.1,0
201-300,Spain,University of Santiago Compostela,null,39.8,61.2,72.5,27,0
201-300,Brazil,University of Sao Paulo,null,69.7,52.8,62.5,18.5,0
201-300,China,University of Science and Technology Beijing,null,54.8,69.3,50,15.7,0
201-300,Spain,University of Seville,null,42.4,63.3,68.3,26.7,0
201-300,UnitedStates,University of South Carolina - Columbia,null,36.5,69.3,63.3,23.3,0
201-300,UnitedStates,University of South Florida,null,30.2,75.4,71.6,28.1,0
201-300,UnitedKingdom,University of Southampton,null,40.7,65.7,78.5,32.9,0
201-300,Germany,University of Stuttgart,null,41.4,63.9,73.6,33.4,0
201-300,Italy,University of Turin,null,40.9,65.7,70.5,19.7,0
201-300,Netherlands,University of Twente,null,39.3,67.7,79.3,21.6,0
201-300,Germany,University of Ulm,null,35.5,66,78.4,24.9,0
201-300,Austria,University of Vienna,null,42.9,63.6,88.3,23.3,0
201-300,UnitedStates,University of Virginia,null,32.3,67.7,65.1,27.8,0
201-300,UnitedKingdom,University of York,null,31.3,75.2,74.6,29.7,0
201-300,France,University Paris Diderot - Paris 7,null,35.9,69.6,77.7,28.1,0
201-300,Spain,University Rovira i Virgili,null,34.8,66.5,74.7,29.2,0
201-300,UnitedStates,Virginia Commonwealth University,null,28.4,62.7,63.9,20.1,18.5
201-300,Netherlands,VU University Amsterdam,null,32.9,66.8,86.6,24.3,0
201-300,Japan,Waseda University,null,36.1,69.1,54.9,24.9,0
201-300,UnitedStates,Washington University in St. Louis,null,31.2,74.4,54.3,28.7,0
201-300,China,Zhengzhou University,null,54.3,65.1,36.6,17.6,0
301-400,Israel,Ben-Gurion University of the Negev,null,32.4,61.2,74.8,25.8,0
301-400,Belgium,Catholic University of Louvain,null,33.9,69.9,82.1,14.2,0
301-400,SouthKorea,Chonnam National University,null,46.6,61.8,59.3,15.7,0
301-400,Canada,Dalhousie University,null,29.7,73.1,67.5,18,0
301-400,Australia,Deakin University,null,33.1,73.6,77.9,14.2,0
301-400,France,ESPCI ParisTech,null,28.1,70.7,69,20.8,0
301-400,Austria,Graz University of Technology,null,34.7,62.1,83.4,17.6,0
301-400,SouthKorea,Gwangju Institute of Science and Technology,null,32.8,70.4,64.1,14.7,0
301-400,China,Hefei University of Technology,null,40.2,68.8,45.2,16.2,0
301-400,Japan,Hiroshima University,null,39.2,55.6,50.9,25.5,0
301-400,China-HongKong,Hong Kong Baptist University,null,33,75.4,53.3,13.6,0
301-400,India,Indian Institute of Technology Bombay,null,44,63,55,19.7,0
301-400,India,Indian Institute of Technology Kanpur,null,40,63.3,53,16.7,0
301-400,France,INSA Toulouse,null,22.6,67.4,82.6,28.7,0
301-400,France,Institut National Polytechnique de Grenoble,null,34.3,69.1,75.6,11.1,0
301-400,Germany,Jacobs University Bremen,null,22.8,69.3,86.8,23,0
301-400,Poland,Jagiellonian University,null,51.8,52.8,66.9,18.5,0
301-400,SaudiArabia,King Fahd University of Petroleum & Minerals,null,35,69.6,87.4,13.1,0
301-400,UnitedKingdom,King's College London,null,27.9,66.3,82.4,19.7,0
301-400,Canada,Laval University,null,30.9,67.7,70.5,20.1,0
301-400,UnitedStates,Louisiana State University - Baton Rouge,null,34,66.8,67.4,22.6,0
301-400,Canada,McMaster University,null,37,62.4,70.6,26.7,0
301-400,China,Nanjing Normal University,null,33.5,76.7,36.4,14.7,0
301-400,China,Nanjing University of Aeronautics and Astronautics,null,33.6,78.1,52.5,13.6,0
301-400,China,Nanjing University of Posts and Telecommunications,null,30.2,80.3,46.6,18,0
301-400,France,"National Graduate School of Chemistry, Paris",null,34.1,66.8,73.9,18.5,0
301-400,Portugal,New University of Lisbon,null,40.5,61.8,76.7,16.7,0
301-400,UnitedKingdom,Newcastle University,null,29.9,62.4,80.7,24,0
301-400,UnitedStates,Northeastern University (Boston),null,28.3,71.8,63.1,22.3,0
301-400,China,Northwest University,null,48.5,64.2,38.9,15.7,0
301-400,UnitedStates,Oregon State University,null,28.1,68.2,58.1,22.6,0
301-400,SouthKorea,Pusan National University,null,48.8,60.2,53,14.7,0
301-400,Canada,Queen's University,null,30.6,63.6,73.2,26.7,0
301-400,UnitedKingdom,Queen's University Belfast,null,33.3,65.1,83.5,17.2,0
301-400,Australia,Queensland University of Technology,null,34.1,65.4,85.9,16.2,0
301-400,UnitedStates,Rensselaer Polytechnic Institute,null,28.9,77.2,69.4,20.1,0
301-400,Australia,RMIT University,null,34.2,67.7,75.1,14.2,0
301-400,Germany,Saarland University,null,31.6,62.7,70.1,29.5,0
301-400,China,Shaanxi Normal University,null,42.7,65.4,40.7,14.2,0
301-400,China,Southwest University,null,50.5,69.3,35.3,11.8,0
301-400,UnitedStates,Texas Tech University,null,30.5,69.9,72.9,16.2,0
301-400,UnitedStates,The University of Texas Southwestern Medical Center at Dallas,null,19.2,73.6,54.7,25.8,8.7
301-400,Japan,Tokyo University of Science,null,41.6,59.6,42.5,21.9,0
301-400,UnitedStates,University of Arizona,null,32.6,58.9,65.5,30.2,0
301-400,Serbia,University of Belgrade,null,54.3,49.4,67.5,13.6,0
301-400,Switzerland,University of Bern,null,29.5,62.4,83,28.4,0
301-400,UnitedKingdom,University of Birmingham,null,36.8,65.1,79,21.6,0
301-400,UnitedStates,"University of California, San Francisco",null,22.6,75.4,61,28.9,0
301-400,Brazil,University of Campinas,null,51.2,56.6,54.7,12.5,0
301-400,Germany,University of Cologne,null,31.7,66.8,76.2,24,0
301-400,Greece,University of Crete,null,26,68.8,82.9,19.7,0
301-400,Germany,University of Duesseldorf,null,32.6,66,68,18,0
301-400,Germany,University of Duisburg-Essen,null,34.2,61.2,70.1,24.9,0
