World rank,Country,Institution,Total Score,PUB,CNCI,IC,TOP,AWARD
301-400,Chile,Universidad Tecnica Federico Santa Maria,null,29.1,80.3,94.3,30.2,0
301-400,Brazil,Universidade Federal de Sao Joao del-Rei,null,22,94,92.8,22.5,0
301-400,Brazil,Universidade Federal do ABC (UFABC),null,28.9,81.9,88.2,34.1,0
301-400,Spain,Universitat Ramon Llull,null,17.9,82.7,93.3,34.8,0
301-400,France,Universite de Haute Alsace,null,23.9,93.7,93,25.9,0
301-400,UnitedStates,University at Albany (State University of New York),null,27.1,88.1,86.2,28.6,0
301-400,Argentina,University of Buenos Aires,null,37.6,70.8,84.8,31,0
301-400,Italy,University of Calabria,null,31.2,80.1,89.5,26.8,0
301-400,Italy,University of Camerino,null,17.2,100,84.4,19,0
301-400,Portugal,University of Coimbra,null,32.5,83.5,90.3,27.7,0
301-400,Cyprus,University of Cyprus,null,25,86.7,96.2,27.4,0
301-400,Hungary,University of Debrecen,null,25.3,85.5,92.5,28.3,0
301-400,Switzerland,University of Fribourg,null,25.2,80.8,94.7,29.7,0
301-400,UnitedStates,University of Houston,null,33.8,74.6,78.7,33.3,0
301-400,Greece,University of Ioannina,null,27.4,80.8,91.5,28,0
301-400,SouthAfrica,University of Johannesburg,null,27.9,86.8,94.4,25.6,0
301-400,Finland,University of Jyvaskyla,null,30.3,75.3,88.8,30.8,0
301-400,Spain,University of La Laguna,null,41.7,86.7,93.4,11.4,0
301-400,Colombia,University of Los Andes (Colombia),null,24.9,85.5,96.8,31,0
301-400,Malaysia,University of Malaya,null,46.2,69.3,80.5,27.7,0
301-400,Morocco,University of Marrakech Cadi Ayyad,null,24.9,86.7,93.1,22.9,0
301-400,France,University of Montpellier,null,37.7,71,81,31.8,0
301-400,UnitedKingdom,University of Portsmouth,null,26,100,92.5,15.7,0
301-400,UnitedStates,University of Puerto Rico Mayaguez,null,21,90.7,94.8,26.2,0
301-400,Canada,University of Regina,null,16.4,95.9,95.2,23.9,0
301-400,Germany,University of Rostock,null,28.8,71.4,86.6,44.1,0
301-400,Italy,University of Salento,null,31.6,81.9,85.5,24.9,0
301-400,Germany,University of Stuttgart,null,39.5,69.3,71.9,36.4,0
301-400,SouthAfrica,University of the Witwatersrand,null,31.3,82.1,92,27.7,0
301-400,Germany,University of Tuebingen,null,34.1,77.4,87.5,28,0
301-400,Austria,University of Vienna,null,42.8,68.2,88.5,33.3,0
301-400,UnitedStates,Utah Valley University,null,17.2,93.5,99,22.9,0
301-400,UnitedStates,Virginia Polytechnic Institute and State University,null,37.7,67.3,73.9,33.6,0
301-400,Poland,Warsaw University of Technology,null,37,71.6,77.1,35.9,0
301-400,UnitedStates,Washington State University,null,25,100,63.2,23.9,0
301-400,Romania,West University of Timisoara,null,23.2,89.2,90.8,23.2,0
301-400,UnitedStates,West Virginia University,null,25.5,100,78.1,20.6,0
301-400,China,Xi'an Jiaotong University,null,66,56.5,55.4,23.9,0
301-400,SouthKorea,Yonsei University,null,49.8,63.7,60.1,32.3,0
301-400,Canada,York University,null,29.3,85.7,92.2,26.8,0
401-500,UnitedStates,Arizona State University,null,43.8,65.3,72.3,24.9,0
401-500,Romania,Babe?-Bolyai University,null,24.5,78.6,89.5,21,0
401-500,China,Beijing Normal University,null,42.1,58.6,57.4,24.3,0
401-500,Belarus,Belarusian State University,null,29.7,74.3,93.1,25.9,0
401-500,UnitedStates,Case Western Reserve University,null,28.1,91,74.2,18.5,0
401-500,SouthKorea,Chonbuk National University,null,37.7,61,71.6,30.2,0
401-500,Thailand,Chulalongkorn University,null,26.3,79.8,88.7,26.2,0
401-500,UnitedStates,City University of New York City College,null,21.4,85.4,67.8,19.4,0
401-500,UnitedStates,Colorado State University,null,24.2,85.3,71.5,23.2,0
401-500,Spain,Complutense University of Madrid,null,41.3,60,81.5,27.7,0
401-500,Pakistan,COMSATS University Islamabad,null,34.9,62.3,80.1,26.8,0
401-500,UnitedStates,Drexel University,null,23.6,91.6,73.3,15.7,0
401-500,Netherlands,Eindhoven University of Technology,null,40.2,62.7,76.4,28,0
401-500,Germany,Free University Berlin,null,35.5,62.5,77.6,37.7,0
401-500,RepublicofGeorgia,Georgian Technical University,null,19.2,83.3,96.7,21.4,0
401-500,China,Harbin Institute of Technology,null,66.2,53.7,49.8,14,0
401-500,UnitedKingdom,Heriot-Watt University,null,29.7,65.5,82,27.1,0
401-500,China,Hunan University,null,38.7,68.8,51.6,22.1,0
401-500,India,Indian Institute of Science Education & Research (IISER) - Kolkata,null,20.5,100,62.5,17.6,0
401-500,India,Indian Institute of Technology Bombay,null,36.3,71.3,64.5,28.6,0
401-500,India,Indian Institute of Technology Hyderabad,null,16.2,100,61.1,9,0
401-500,India,Indian Institute of Technology Madras,null,35.1,70.1,63.3,26.5,0
401-500,Iran,Isfahan University of Technology,null,30.1,76.7,75.7,26.5,0
401-500,Turkey,Istanbul Bilgi University,null,18,83.2,99.2,23.2,0
401-500,Turkey,Istanbul Technical University,null,30.2,75,79.9,26.8,0
401-500,China,Jilin University,null,58.6,58.1,48.6,20.6,0
401-500,SouthKorea,Kangwon National University,null,23.9,77.3,76.1,21.8,0
401-500,UnitedStates,Kent State University,null,22.2,80.3,82.4,31,0
401-500,SaudiArabia,King Abdullah University of Science and Technology,null,35.1,77.8,82.8,16.7,0
401-500,SouthKorea,Korea Advanced Institute of Science and Technology,null,50.3,60.5,55.9,21.8,0
401-500,China,Lanzhou University,null,46,55.9,54.4,28.9,0
401-500,UnitedKingdom,Liverpool John Moores University,null,28.4,88.8,97.8,4,0
401-500,Morocco,Mohammed V University,null,29.4,76.7,83.5,22.9,0
401-500,Argentina,National University of La Plata,null,37.2,70.4,87.1,25.6,0
401-500,Portugal,New University of Lisbon,null,29,79.6,90.7,23.9,0
401-500,Japan,Ochanomizu University,null,21,86.5,87.3,21.8,0
401-500,UnitedStates,Ohio University,null,23.4,85.3,85.2,25.2,0
401-500,UnitedStates,Old Dominion University,null,22.3,77.9,76.9,25.9,0
401-500,SouthKorea,Pohang University of Science and Technology,null,42.9,59.5,64.5,31.3,0
401-500,Italy,Polytechnic Institute of Milan,null,39.9,67,76.4,28.6,0
401-500,Romania,Polytechnic University of Bucharest,null,33.2,70.2,74.5,23.9,0
401-500,Spain,Polytechnic University of Catalonia,null,34.7,61.3,78.7,26.2,0
401-500,UnitedKingdom,Queen's University Belfast,null,34.3,71.7,89.7,27.7,0
401-500,Russia,Saint Petersburg State University,null,49.5,51.7,72.5,32.6,0
401-500,Japan,Shinshu University,null,28.9,79.1,84.2,23.9,0
401-500,China,Southeast University,null,52.5,59.6,48,22.9,0
401-500,Germany,Technical University of Berlin,null,39.7,61.4,75.1,32.1,0
401-500,UnitedStates,Temple University,null,23.7,74.2,77.2,31.3,0
401-500,UnitedStates,The George Washington University,null,24.3,82.3,77.2,25.6,0
401-500,Australia,The University of Queensland,null,35,70,78.5,32.1,0
401-500,China,Tianjin University,null,57.6,56,49.9,15.1,0
401-500,Russia,Tomsk State University,null,43.8,61.3,73.8,28.9,0
401-500,Ireland,Trinity College Dublin,null,30.1,76,87.5,15.1,0
401-500,Mexico,Universidad Autonoma De San Luis Potosi,null,26.8,78.6,87.5,26.5,0
401-500,Brazil,Universidade Federal De Juiz De Fora,null,24.6,87.2,89.6,22.9,0
401-500,Morocco,Universite Hassan II De Casablanca,null,24.2,86.4,93.1,22.9,0
401-500,UnitedStates,University of Alabama in Huntsville,null,23.3,93.2,74.8,12.1,0
401-500,UnitedKingdom,University of Bath,null,27.1,76,80.3,22.1,0
401-500,UnitedStates,University of Central Florida,null,34.5,67.5,74.1,21,0
401-500,Chile,University of Chile,null,33.9,72.4,90.7,15.7,0
401-500,UnitedStates,University of Connecticut,null,30.3,66.9,68.6,27.1,0
401-500,UnitedStates,University of Delaware,null,34.1,75.1,77.1,27.1,0
401-500,Germany,University of Duesseldorf,null,23.6,68.1,76.7,29.7,0
401-500,Iceland,University of Iceland,null,20.3,80.2,96.2,17.1,0
401-500,Germany,University of Jena,null,40.1,68.3,74.4,29.4,0
401-500,UnitedStates,University of Kentucky,null,28.3,69.4,82.3,32.1,0
401-500,UnitedKingdom,University of Leeds,null,34.2,64.3,81.7,21.8,0
401-500,Belgium,University of Liege,null,33,66.2,91,19.4,0
401-500,UnitedStates,University of Louisville,null,20,93.3,87.6,17.1,0
401-500,Slovenia,University of Maribor,null,18.7,80.2,86.6,20.6,0
401-500,Portugal,University of Minho,null,29.2,78.8,89.3,23.6,0
401-500,Italy,University of Modena and Reggio Emilia,null,26,70.1,86.7,35.7,0
401-500,France,University of Nantes,null,29,77.4,83.8,24.6,0
401-500,France,University of Nice Sophia Antipolis,null,33.1,70.5,88.9,26.8,0
401-500,UnitedStates,University of North Carolina at Chapel Hill,null,30.7,73.5,72.5,21.4,0
401-500,Canada,University of Ottawa,null,28.9,70.3,77,28.3,0
401-500,Italy,University of Parma,null,21.4,84.9,79.9,15.1,0
401-500,Portugal,University of Porto,null,37.2,71.3,87,17.1,0
401-500,Germany,University of Potsdam,null,28.6,67.4,84.8,26.5,0
401-500,Germany,University of Regensburg,null,29,66.5,76.9,36.6,0
401-500,Spain,University of Salamanca,null,22.5,84,82.8,13.4,0
401-500,SouthKorea,University of Seoul,null,28.2,78.8,77.4,28,0
401-500,UnitedKingdom,University of Surrey,null,32.7,63.5,85.2,28.3,0
401-500,Hungary,University of Szeged,null,19.5,100,82.2,15.1,0
401-500,UnitedStates,University of Texas Rio Grande Valley,null,16.8,100,84.6,15.7,0
401-500,Finland,University of Turku,null,28.7,79.3,92.9,17.1,0
401-500,Netherlands,University of Twente,null,35.4,61.4,79.7,26.5,0
401-500,Germany,University of Ulm,null,28.8,68.3,78.2,36.4,0
401-500,UnitedStates,University of Utah,null,35,77.5,72.7,23.9,0
401-500,UnitedKingdom,University of York,null,32.6,68.6,85.5,32.1,0
401-500,Croatia,University of Zagreb,null,27,73.7,90.4,28.3,0
401-500,Vietnam,Vietnam National University Hanoi,null,20,73.9,89.2,34.5,0
401-500,Lithuania,Vilnius University,null,34.9,71.2,86.1,27.7,0
401-500,India,Visva Bharati University,null,26,80.1,80.3,25.9,0
401-500,UnitedStates,Washington University in St. Louis,null,29.8,74,68.2,25.2,0
401-500,China,Wuhan University,null,46.3,62.5,58.4,31.3,0
401-500,Turkey,Yildiz Technical University,null,24.7,80.4,81,23.2,0
401-500,Egypt,Zewail City of Science & Technology,null,19.4,81.6,88.9,20.2,0
chemistry,2019,,,,,,,
1,UnitedStates,"University of California, Berkeley",373.6,75.2,99.7,69.6,100,84.8
2,UnitedStates,Stanford University,351.8,61.8,100,71.2,81.6,94.1
3,UnitedStates,Massachusetts Institute of Technology (MIT),347.9,69.6,100,69.9,84.6,79.8
4,UnitedStates,Northwestern University,328.8,60.9,100,66.5,89.5,65.1
5,UnitedStates,California Institute of Technology,328.7,46.2,100,62.5,70,100
6,UnitedStates,Harvard University,325.7,58.8,97,74.9,76.6,78.3
7,Switzerland,Swiss Federal Institute of Technology Zurich,289.9,69.6,83.1,78.1,75.1,46.5
8,UnitedKingdom,University of Cambridge,287.2,66.1,89.1,83.1,78.4,36.9
9,UnitedStates,University of Chicago,286.8,70.8,89.8,66.1,80.4,32.6
10,Japan,Kyoto University,275.6,85.9,72.4,50.1,92.2,15.1
11,UnitedStates,The University of Texas at Austin,275.4,57.5,93.9,61.2,66.5,45.2
12,UnitedStates,Georgia Institute of Technology,272.5,62.5,99.8,76.2,52.4,42.6
13,Singapore,Nanyang Technological University,272.4,82.3,100,80.7,73.9,0
14,China,University of Science and Technology of China,265.9,88.5,94,49.4,73.5,0
15,UnitedKingdom,University of Oxford,262.2,65.9,90.8,78,74.9,15.1
16,China,Tsinghua University,260.6,95.8,90.4,49.9,64.5,0
17,UnitedStates,Columbia University,259.7,42.3,95.7,69.4,54.1,53.7
18,China,Peking University,259,86.9,88.6,51.4,73.2,0
19,UnitedStates,Texas A&M University,254.4,51.7,81,67.2,56.1,52.2
20,Japan,The University of Tokyo,251.9,78.6,75.1,51.4,87.9,0
21,UnitedStates,"University of California, Los Angeles",249.2,50,100,71.6,65.4,19.5
22,UnitedStates,"University of California, San Diego",243.5,49.3,90.2,65,60.9,30.2
23,UnitedStates,University of North Carolina at Chapel Hill,242.6,42.2,94,61.8,55.1,38.9
24,Singapore,National University of Singapore,242.2,72.4,94,76.6,60.5,0
25,China,Zhejiang University,241.1,98.6,82.2,47.8,50.7,0
26,Switzerland,Swiss Federal Institute of Technology Lausanne,240.6,59.8,100,83.2,64.1,0
27,UnitedStates,"University of California, Santa Barbara",237.9,44.9,95.3,71.7,55.8,27.5
28,China,Nanjing University,237.7,84.7,86.8,47,56.8,0
29,China,Fudan University,235.9,77.8,87.5,49.8,60.6,0
29,UnitedStates,University of Illinois at Urbana-Champaign,235.9,56.1,85.7,62.9,69.3,12.3
31,China,Jilin University,233.4,100,75.7,43.7,49,0
32,Canada,University of Toronto,232.9,56,84.9,70.4,58.5,19.5
33,UnitedStates,Cornell University,232.7,47.7,88.4,67.1,57.1,26.1
33,UnitedStates,University of Utah,232.7,40.9,80.4,61.6,46.9,52.2
35,China,Nankai University,230.3,77.2,89.6,41.6,55.1,0
36,UnitedStates,Rice University,229.8,41.1,100,71.3,35.5,38.9
37,SaudiArabia,King Abdulaziz University,229,67.8,96.6,96.4,45.3,0
38,UnitedStates,University of Southern California,227.1,35.8,85.3,65.6,39.3,53.7
39,UnitedStates,University of Pennsylvania,226.7,47.3,93.5,62,56.1,17.4
40,UnitedKingdom,Imperial College London,226.3,60.7,85.3,78.6,49.5,15.1
41,France,University of Strasbourg,224.5,55.3,75.9,79.2,46,31.4
42,UnitedStates,Purdue University - West Lafayette,223.6,54.2,82.1,59.2,45.3,30.2
43,China,Soochow University (China),223.3,77.3,92.6,52.8,42.9,0
44,Japan,Osaka University,222.9,72.7,68.8,54.1,70.6,0
45,UnitedStates,"University of Minnesota, Twin Cities",222.8,54.3,83.4,61.9,51.3,21.3
46,China,Xiamen University,222.6,69.8,85.4,55,56.4,0
47,Japan,Nagoya University,220.9,53.5,69.5,53.6,58.9,28.2
48,UnitedStates,University of Wisconsin - Madison,219.6,53.7,90.6,63.1,62.8,0
49,UnitedKingdom,The University of Manchester,217.8,58.8,83.3,75.7,60.5,0
50,UnitedStates,Carnegie Mellon University,217.7,35.6,91.3,67.2,38.5,38.9
51-75,UnitedStates,Arizona State University,null,37.8,79.9,65.6,37.2,36.9
51-75,UnitedStates,Duke University,null,33.9,94.2,66.6,39.5,27.5
51-75,China,East China University of Science and Technology,null,78.9,77,47.2,43.8,0
51-75,Japan,Hokkaido University,null,60,70.8,52.3,47.9,21.3
51-75,UnitedStates,Johns Hopkins University,null,40.7,78.7,64.3,49.6,26.1
51-75,SaudiArabia,King Abdullah University of Science and Technology,null,46.5,100,86.5,46.7,0
51-75,SouthKorea,Korea Advanced Institute of Science and Technology,null,62.1,86.1,51.8,51.2,0
51-75,UnitedStates,Pennsylvania State University - University Park,null,56.3,88.9,66.1,51.2,0
51-75,China,Shanghai Jiao Tong University,null,76.4,80.8,53.2,42.5,0
51-75,China,Sichuan University,null,89.7,72.8,36.9,43.9,0
51-75,France,Sorbonne University,null,70.4,72.5,77.4,49.8,0
51-75,China,South China University of Technology,null,84.1,87.8,46.4,35.1,0
51-75,China,Sun Yat-sen University,null,66.8,89.5,44.9,41.2,0
51-75,Germany,Technical University Munich,null,58,77.6,73.6,57.9,0
51-75,Israel,Technion-Israel Institute of Technology,null,35.3,79.6,73.4,32.1,52.2
51-75,China,Tianjin University,null,80.6,80.2,46.9,39.3,0
51-75,Japan,Tohoku University,null,69.7,68.3,61.2,55.4,0
51-75,France,Universit? Grenoble Alpes,null,63,78.1,79.3,49.9,0
51-75,Canada,University of Alberta,null,49.7,72.3,68.2,39.1,30.2
51-75,UnitedStates,"University of California, Irvine",null,40.1,79.1,64.2,53.8,27.5
51-75,Germany,University of Goettingen,null,42.1,97.8,71.4,53.8,0
51-75,Netherlands,University of Groningen,null,42.7,80.7,79.4,45.5,24.6
51-75,UnitedStates,University of Michigan-Ann Arbor,null,57.1,86.4,63.1,61.4,0
51-75,Israel,Weizmann Institute of Science,null,34.1,84.6,76.5,46.5,33.7
51-75,China,Wuhan University,null,67.4,88.5,42.7,43.8,0
51-75,UnitedStates,Yale University,null,39.9,88.5,64.3,54.1,21.3
76-100,China,Dalian University of Technology,null,71.9,81,52.1,36.4,0
76-100,China,Huazhong University of Science and Technology,null,67.7,89.8,52.6,34.9,0
76-100,China,Hunan University,null,61,92.8,41.3,38.9,0
76-100,Germany,Karlsruhe Institute of Technology (KIT),null,63.2,78.8,75.2,46.4,0
76-100,China,Lanzhou University,null,64.4,86.3,36.3,34.9,0
76-100,Australia,Monash University,null,59.6,85.7,79.5,42,0
76-100,UnitedStates,Princeton University,null,39.5,99.6,63.6,52.1,0
76-100,Germany,RWTH Aachen University,null,53.7,79.7,69.4,49.9,0
76-100,SouthKorea,Seoul National University,null,72.2,76.9,49.5,42,0
76-100,Germany,Technical University of Berlin,null,44.1,82.4,72.3,53.4,0
76-100,China-HongKong,The Hong Kong University of Science and Technology,null,46.4,99.2,52.8,37.6,0
76-100,Japan,Tokyo Institute of Technology,null,64.3,66.6,51,56.4,0
76-100,Germany,TU Dresden,null,51.7,80.9,74.3,44.8,0
76-100,SouthKorea,Ulsan National Institute of Science and Technology,null,45,99.1,60.2,36,0
76-100,UnitedKingdom,University College London,null,58,84.7,80.5,44.5,0
76-100,UnitedStates,University of Colorado at Boulder,null,40.6,87.3,63.2,40.1,15.1
76-100,UnitedStates,University of Delaware,null,40.7,87.7,62.6,37.9,21.3
76-100,Germany,University of Erlangen-Nuremberg,null,52.7,78.5,75.2,52.2,0
76-100,UnitedStates,"University of Maryland, College Park",null,45.9,91.2,65.7,44.3,0
76-100,Germany,University of Muenster,null,52.4,83.1,66.1,55.4,0
76-100,Germany,University of Munich,null,47.8,80.7,63.9,60,0
76-100,France,University of Paris-Sud (Paris 11),null,55.2,69.9,73.6,36.6,21.3
76-100,UnitedStates,University of Washington,null,48.1,93.7,68,49.5,0
76-100,Spain,University Rovira i Virgili,null,43.8,83.6,70.7,52.2,0
101-150,Denmark,Aarhus University,null,44.6,71.5,82.5,37.4,21.3
101-150,China,Beijing Institute of Technology,null,62,77.1,45.7,30.1,0
101-150,China,Beijing University of Chemical Technology,null,71.8,77.1,44.7,26.2,0
101-150,China-HongKong,City University of Hong Kong,null,45.6,94.6,57.2,25.9,0
101-150,France,Claude Bernard University Lyon 1,null,55,71.1,73.7,38.7,0
101-150,Netherlands,Delft University of Technology,null,43.2,86.8,84.5,32.1,0
101-150,China,East China Normal University,null,52.7,83.3,47.7,40.4,0
101-150,Netherlands,Eindhoven University of Technology,null,45.6,84.2,78.2,40.4,0
101-150,UnitedStates,Emory University,null,32.2,89.5,62,41.4,0
101-150,Germany,Free University Berlin,null,48.9,73.5,71.1,47.4,0
101-150,China,Fuzhou University,null,54.4,91.1,38.3,25.9,0
101-150,China,Harbin Institute of Technology,null,75.4,77.4,52.5,24.6,0
101-150,Germany,Heidelberg University,null,44.7,76.2,70.7,42.9,0
101-150,Germany,Humboldt University of Berlin,null,42.5,73,70.5,47.9,0
101-150,SouthKorea,Korea University,null,62.3,75.7,50.3,29.5,0
101-150,Belgium,KU Leuven,null,57.1,78.1,81.3,38.3,0
101-150,Japan,Kyushu University,null,61.2,67.6,55.8,48.3,0
101-150,China,NanJing Tech University,null,60.7,78.9,51.2,31.1,0
101-150,China-Taiwan,National Taiwan University,null,61.3,75.7,57.2,34.2,0
101-150,UnitedStates,North Carolina State University - Raleigh,null,48.8,87,67.6,33.3,0
101-150,France,Paul Sabatier University (Toulouse 3),null,50,73.8,75.8,45.2,0
101-150,SouthKorea,Pohang University of Science and Technology,null,50.9,84.8,57.3,41.8,0
101-150,UnitedStates,"Rutgers, The State University of New Jersey - New Brunswick",null,43,92,69.7,41,0
101-150,China,Shandong University,null,77.7,76.2,44,29.3,0
101-150,Sweden,Stockholm University,null,39,80.1,80.1,41.2,0
101-150,SouthKorea,Sungkyunkwan University,null,63,85.6,53.1,29.8,0
101-150,China-HongKong,The Chinese University of Hong Kong,null,39.9,92.3,56.7,33,0
101-150,Israel,The Hebrew University of Jerusalem,null,39.2,77.7,74.6,34.2,15.1
101-150,Australia,The University of New South Wales,null,50.9,83.9,74.6,27.9,0
101-150,Australia,The University of Queensland,null,53.6,80.9,77.2,34.6,0
101-150,Spain,University of Barcelona,null,57.1,72.3,77.2,40.8,0
101-150,Germany,University of Bochum,null,42.6,79.4,71.7,43.9,0
101-150,UnitedKingdom,University of Bristol,null,40.7,81.1,76.5,53.7,0
101-150,Canada,University of British Columbia,null,43.7,72,71.6,36.4,21.3
101-150,UnitedStates,"University of California, Davis",null,47.9,75.1,69.8,47.7,0
101-150,UnitedStates,"University of California, Riverside",null,37.3,92.3,65.2,42,0
101-150,UnitedStates,University of Florida,null,45.6,79.9,71.3,38.1,0
101-150,UnitedStates,University of Massachusetts Amherst,null,41.3,92.6,70,31.6,0
101-150,France,University of Montpellier,null,53.7,72.2,76.1,34.6,0
101-150,UnitedStates,"University of Pittsburgh, Pittsburgh Campus",null,41.2,82.2,60.4,47,0
101-150,UnitedStates,University of Rochester,null,26.7,88.5,60.6,27.3,24.6
101-150,UnitedStates,University of Tennessee - Knoxville,null,45,87,64.5,32.5,0
101-150,Spain,University of the Basque Country,null,57.2,76.9,74.4,33.5,0
101-150,UnitedKingdom,University of Warwick,null,44.7,81.9,78.8,38.9,0
101-150,Australia,University of Wollongong,null,40.8,95.2,86.6,22.7,0
101-150,Germany,University of Wuerzburg,null,37.8,76.8,69.1,47.4,0
101-150,Netherlands,Utrecht University,null,41.9,82.7,78,39.9,0
101-150,China,Wuhan University of Technology,null,49.7,99.3,65,20.5,0
101-150,China,Xi'an Jiaotong University,null,66,82.6,54.3,30.6,0
101-150,SouthKorea,Yonsei University,null,57.4,72.4,55.3,43.6,0
151-200,France,Aix Marseille University,null,50.1,71.4,73.5,35.3,0
151-200,Spain,Autonomous University of Barcelona,null,46,72.9,77.2,35.5,0
151-200,China,Beihang University,null,52.4,84.5,49.4,26.8,0
151-200,UnitedStates,Boston College,null,19.8,98.7,58.3,42.5,0
151-200,UnitedStates,Brown University,null,28.9,94.1,72.5,32.1,0
151-200,UnitedStates,Case Western Reserve University,null,35.2,91.7,66.7,27.3,0
151-200,China,Central South University,null,66.7,79.9,44.1,16.3,0
151-200,China,Chongqing University,null,54.1,81.5,47.6,26.5,0
151-200,UnitedStates,Florida State University,null,36.3,80.7,65.8,39.7,0
151-200,Belgium,Ghent University,null,51.9,79.4,80,24.3,0
151-200,SouthKorea,Hanyang University,null,58.8,76.4,56.7,20.1,0
151-200,UnitedStates,Iowa State University,null,42.4,76.6,62.5,33.5,0
151-200,SaudiArabia,King Saud University,null,66.9,68.4,94.5,14.8,0
151-200,Sweden,KTH Royal Institute of Technology,null,51.8,77.2,83.6,27.3,0
151-200,Sweden,Lund University,null,47.5,73.9,86,27.1,0
151-200,Canada,McGill University,null,43.3,76.2,69.1,38.5,0
151-200,China-Taiwan,National Tsing Hua University,null,50.5,77.7,53,34.9,0
151-200,China,Shanghai University,null,56,77.9,51.2,24.3,0
151-200,China,Southeast University,null,60.1,76.5,43.5,27.9,0
151-200,China,Southern University of Science and Technology,null,28.5,99.4,57.7,30.1,0
151-200,UnitedStates,Stony Brook University,null,34.8,86,72.6,34.6,0
151-200,Denmark,Technical University of Denmark,null,52.4,77.3,80.3,29,0
151-200,UnitedStates,The Ohio State University - Columbus,null,44.1,77.2,61.8,39.1,0
151-200,Australia,The University of Adelaide,null,31.3,100,77.2,25.3,0
151-200,UnitedKingdom,The University of Edinburgh,null,37.9,75.6,78.8,38.3,0
151-200,China-HongKong,The University of Hong Kong,null,38,83.4,53.7,37,0
151-200,Australia,The University of Melbourne,null,44.4,80,71.1,31.8,0
151-200,UnitedKingdom,The University of Sheffield,null,37.9,78.5,74.4,35.1,0
151-200,China,Tongji University,null,53.2,81.7,48.6,21.3,0
151-200,Netherlands,University of Amsterdam,null,35,83.1,82.8,32.5,0
151-200,UnitedKingdom,University of Bath,null,38.4,86.2,74.9,29,0
151-200,Denmark,University of Copenhagen,null,48.1,74.4,82.9,32.5,0
151-200,Germany,University of Freiburg,null,40,73.4,70.5,37.9,0
151-200,Switzerland,University of Geneva,null,36.7,79.2,75.7,39.3,0
151-200,UnitedKingdom,University of Liverpool,null,35.9,81,80.5,37.9,0
151-200,Germany,University of Marburg,null,37.2,76.5,74.9,44.7,0
151-200,UnitedStates,University of Missouri - Columbia,null,29.7,68.4,56.8,18.5,36.9
151-200,UnitedStates,University of Nebraska - Lincoln,null,33.8,94.4,73.7,30.1,0
151-200,UnitedStates,University of Notre Dame,null,38.5,84.7,56.9,35.1,0
151-200,UnitedKingdom,University of Nottingham,null,42.6,75.2,75.9,36,0
151-200,Germany,University of Regensburg,null,35.3,77.9,73.8,43.4,0
151-200,Germany,University of Rostock,null,42.6,75.1,73.7,40.1,0
151-200,China,University of Science and Technology Beijing,null,57.5,80.2,51.1,18.5,0
151-200,UnitedKingdom,University of St Andrews,null,37.8,78.5,77.2,39.5,0
151-200,Japan,University of Tsukuba,null,42.5,66.1,54.5,34.2,17.4
151-200,Spain,University of Valencia,null,48,75.5,75.5,32.1,0
151-200,Canada,University of Waterloo,null,45,86.9,73.9,27.3,0
151-200,Switzerland,University of Zurich,null,35,77.9,75.9,40.6,0
151-200,Sweden,Uppsala University,null,49.4,77.5,81.5,32.1,0
151-200,UnitedStates,Vanderbilt University,null,34.7,87.5,58.8,30.6,0
201-300,Finland,Aalto University,null,41.1,74.6,81.7,22.7,0
201-300,Spain,Autonomous University of Madrid,null,41.7,71.5,72.8,29,0
201-300,China,Beijing Normal University,null,44.4,75.1,48.7,27.3,0
201-300,UnitedStates,Boston University,null,27.3,75.4,65,29.8,15.1
201-300,UnitedKingdom,Cardiff University,null,36.3,73.5,78.2,31.1,0
201-300,Sweden,Chalmers University of Technology,null,41.2,73.4,81.1,23.3,0
201-300,Czech,Charles University in Prague,null,51,63,69.7,26.2,0
201-300,UnitedStates,Colorado State University,null,28.9,82.3,62.2,34,0
201-300,Spain,Complutense University of Madrid,null,46.6,69.2,70.7,30.1,0
201-300,Australia,Curtin University,null,35.7,85.9,84,18.5,0
201-300,China,Donghua University,null,50.7,78.2,52.9,18.1,0
201-300,UnitedStates,Drexel University,null,29.3,100,64.6,20.1,0
201-300,UnitedKingdom,Durham University,null,34.3,79.1,81.8,25.3,0
201-300,France,Ecole Normale Superieure - Lyon,null,29.3,79.3,79.4,29.5,0
201-300,SouthKorea,Ewha Womans University,null,37.3,76.9,65.9,36,0
201-300,Australia,Griffith University,null,28.6,95.7,86.3,11.2,0
201-300,China,Huazhong Normal University,null,36.6,91,42.6,23.3,0
201-300,India,Indian Institute of Science,null,52.7,72.7,46,26.2,0
201-300,India,Indian Institute of Technology Bombay,null,45,71,53.4,24.3,0
201-300,UnitedStates,Indiana University Bloomington,null,30.1,75.6,54,37.6,0
201-300,Iran,Islamic Azad University,null,88.8,60.9,41.6,5.6,0
201-300,China,Jiangnan University,null,60.2,74.5,47.3,11.8,0
201-300,China,Jiangsu University,null,56.1,82.3,40.4,14.2,0
201-300,UnitedStates,Kent State University,null,23.1,100,78.5,23.3,0
201-300,SouthKorea,Kyung Hee University,null,47.8,75.5,51.2,19.7,0
201-300,Netherlands,Leiden University,null,35,81.3,79.4,30.6,0
201-300,Sweden,Linkoping University,null,32.9,89,85.3,20.5,0
201-300,UnitedStates,Michigan State University,null,38.1,80.3,60.2,27.9,0
201-300,Russia,Moscow State University,null,72.2,55,61,24.3,0
