World rank,Country,Institution,Total Score,PUB,CNCI,IC,TOP,AWARD
201-300,Italy,University of Modena and Reggio Emilia,null,29.6,71.4,79.9,14,0
201-300,UnitedStates,University of Montana - Missoula,null,28.5,76.9,67.7,18.8,0
201-300,France,University of Nantes,null,34.8,68.5,85.8,29,0
201-300,Italy,University of Naples Federico II,null,53.9,59.4,71.3,19.8,0
201-300,UnitedStates,University of Nebraska - Lincoln,null,36.4,59.4,75,19.8,0
201-300,UnitedStates,University of Nevada - Reno,null,37.9,62.9,67.4,31.9,0
201-300,UnitedStates,University of Nevada-Las Vegas,null,29.9,63.6,80.4,25.4,0
201-300,France,University of Nice Sophia Antipolis,null,41.3,64.6,86.8,25,0
201-300,UnitedStates,University of North Carolina at Chapel Hill,null,30.6,62.4,60.9,25.8,0
201-300,UnitedKingdom,University of Nottingham,null,33.9,61.2,85.8,18.8,0
201-300,UnitedStates,University of Oklahoma - Norman,null,43.3,61.4,67.2,22.1,0
201-300,Germany,University of Oldenburg,null,23.8,74.5,87,23.8,0
201-300,France,University of Paris-Sud (Paris 11),null,40.1,63.6,87.9,29,0
201-300,UnitedStates,University of Pennsylvania,null,27.9,70.9,83.6,20.7,0
201-300,Italy,University of Pisa,null,42,62.4,80.5,17.1,0
201-300,Canada,University of Quebec Montreal,null,38.2,66.7,92,22.1,0
201-300,UnitedStates,University of Rhode Island,null,30.3,72.4,81,28.3,0
201-300,Canada,University of Saskatchewan,null,40.9,60.7,85.4,29,0
201-300,UnitedStates,University of South Carolina - Columbia,null,34.5,66.9,77.5,31.6,0
201-300,UnitedStates,University of South Florida,null,37.6,63.4,79.9,27.2,0
201-300,Norway,University of Tromso,null,38.5,65.3,88.7,28.3,0
201-300,Japan,University of Tsukuba,null,35.2,66,79.5,27.2,0
201-300,Italy,University of Turin,null,41.9,59.9,78.5,20.7,0
201-300,Netherlands,University of Twente,null,36.2,67.4,91.9,9.9,0
201-300,UnitedStates,University of Virginia,null,24.3,74.7,68.4,23,0
201-300,Canada,University of Waterloo,null,41.1,65.1,86.7,25,0
201-300,Australia,University of Wollongong,null,40.5,68.5,82.7,25,0
201-300,UnitedStates,University of Wyoming,null,39.6,65.3,60.4,31.3,0
201-300,UnitedKingdom,University of York,null,29.8,75.7,81.7,18.8,0
201-300,Spain,University of Zaragoza,null,46.7,60.4,75.3,13.3,0
201-300,Austria,Vienna University of Technology,null,28.9,72.2,94.2,10.8,0
201-300,Belgium,Vrije Universiteit Brussel (VUB),null,33.9,67.6,96.7,18.2,0
201-300,UnitedStates,Washington State University,null,33.1,65.3,76.6,18.8,0
geography,2017,,,,,,,
1,UnitedKingdom,University of Oxford,287.4,100,72.7,73.1,100,NA
2,Netherlands,Utrecht University,248.1,77,77.3,89.2,76,NA
3,UnitedKingdom,University of Cambridge,244.1,82,69.9,74.3,77.3,NA
4,UnitedKingdom,Durham University,236.2,70.5,77.9,76,72.6,NA
5,UnitedKingdom,University College London,228.6,77.4,70.6,67.6,67.1,NA
6,Sweden,Stockholm University,228.2,64.7,76.1,93.7,68.7,NA
7,Australia,The Australian National University,226.4,78.6,69.9,64.2,65,NA
8,Netherlands,University of Wageningen,223.7,61.7,78.3,84.3,66.9,NA
9,Australia,The University of Queensland,220.5,67,71.3,74.8,67.3,NA
9,Denmark,University of Copenhagen,220.5,69.1,69.7,87.8,64.1,NA
11,Switzerland,Swiss Federal Institute of Technology Zurich,218.4,63.7,71,94.5,64.8,NA
12,Canada,University of British Columbia,216.4,68,68.6,70.9,65.6,NA
13,UnitedStates,University of Colorado at Boulder,216,66.8,72.3,73.8,62.1,NA
14,UnitedKingdom,University of Leeds,215.7,69.4,66.6,72.7,65.2,NA
15,Switzerland,University of Bern,214.2,63.3,70.2,96.3,61.5,NA
16,UnitedKingdom,University of Exeter,213.9,62.3,72.5,73.5,64.3,NA
17,France,Universit? Grenoble Alpes,213.7,57.3,77.5,89.5,61,NA
18,UnitedStates,University of Washington,211.3,61.2,76.3,71.4,59.6,NA
19,Australia,The University of Melbourne,210.7,67.7,66.6,69.1,62.6,NA
20,UnitedKingdom,University of Southampton,209,61.8,68.6,79.7,62.6,NA
21,UnitedStates,Columbia University,206.5,59.1,72.5,80.8,58.7,NA
22,UnitedKingdom,The University of Manchester,206.4,65.9,70.4,61.4,57.7,NA
22,Canada,University of Toronto,206.4,68.3,64,68.3,60.6,NA
24,Switzerland,University of Zurich,205.6,55.5,74.4,90.6,57.5,NA
25,UnitedStates,"University of California, Berkeley",205.5,58.4,74.6,72.5,58,NA
26,UnitedKingdom,University of Bristol,205.4,61.9,70.8,80.7,56.5,NA
27,Denmark,Aarhus University,204.4,57.4,68.4,95.9,59.4,NA
28,UnitedKingdom,The University of Sheffield,204.2,63.4,66.8,68.7,60.3,NA
29,Singapore,National University of Singapore,204,71.8,62.3,68.4,56.3,NA
30,UnitedStates,The Ohio State University - Columbus,203.7,61,69.7,74.1,58.2,NA
31,UnitedKingdom,The University of Edinburgh,202.9,62.1,66.6,71.7,59.9,NA
32,UnitedKingdom,University of East Anglia,202.2,44.4,90.1,81.7,51.4,NA
33,UnitedKingdom,"Royal Holloway, University of London",201.2,55.8,72.5,74.2,58,NA
34,UnitedKingdom,Aberystwyth University,201.1,56.4,74.4,76.6,55,NA
35,Sweden,Lund University,200.6,58.5,69.3,85.5,55.8,NA
35,Netherlands,VU University Amsterdam,200.6,57.8,65.6,90.9,58.9,NA
37,UnitedStates,Arizona State University,198.6,58.8,69.9,61,57.7,NA
38,UnitedStates,"University of Minnesota, Twin Cities",197.2,57.7,66.3,77.1,57.7,NA
39,Belgium,Ghent University,196,59.7,64.9,85.5,54.3,NA
40,Finland,University of Helsinki,195.5,56.2,65.4,82.2,57.5,NA
41,Norway,University of Bergen,195.3,54.9,69.7,92.7,52.2,NA
42,UnitedStates,University of Wisconsin - Madison,195.2,60.8,65.9,66.4,55.3,NA
43,UnitedStates,"University of California, Santa Barbara",194.5,49.4,76.5,73.1,54,NA
44,China,Wuhan University,193.7,61.2,65.4,66.5,53.7,NA
45,UnitedKingdom,Newcastle University,193.5,55.5,74,64.6,51.1,NA
46,UnitedKingdom,London School of Economics and Political Science,192.6,57.1,73.6,57.9,50.3,NA
47,China,Peking University,192.3,53,72.5,81.2,50.6,NA
48,China,Beijing Normal University,192.1,60.8,66.1,76.2,50,NA
49,Norway,University of Oslo,191.9,51.3,78.1,77.2,47.1,NA
50,UnitedStates,"University of California, Los Angeles",185.6,55.3,73.4,61,44.7,NA
50,UnitedStates,University of Florida,185.6,57,62,61.5,54.3,NA
51-75,France,Aix Marseille University,null,54.1,58.4,90.8,46.2,NA
51-75,UnitedStates,Harvard University,null,57.6,66.6,65.4,47.7,NA
51-75,Australia,James Cook University,null,40.3,76.5,82.6,45.9,NA
51-75,Belgium,KU Leuven,null,55.1,64,88.9,44.4,NA
51-75,Australia,Monash University,null,51.5,67.5,70.1,48.6,NA
51-75,France,Paul Sabatier University (Toulouse 3),null,40,76.9,99.4,40.5,NA
51-75,UnitedStates,Stanford University,null,44.9,73.2,80.7,45,NA
51-75,UnitedKingdom,Swansea University,null,46.9,71.7,80,42.2,NA
51-75,UnitedKingdom,The University of Glasgow,null,53.9,64.7,58.4,48.9,NA
51-75,China-HongKong,The University of Hong Kong,null,54.2,62.5,61.8,56,NA
51-75,Australia,The University of New South Wales,null,57.1,61,75.6,50,NA
51-75,UnitedStates,The University of Texas at Austin,null,54.4,67.7,63.2,48.9,NA
51-75,UnitedStates,University of Alaska - Fairbanks,null,51.6,66.1,82.6,46.8,NA
51-75,UnitedStates,University of Arizona,null,58.3,60.8,72,50.8,NA
51-75,SouthAfrica,University of Cape Town,null,50.7,72.3,74.4,43.5,NA
51-75,UnitedStates,University of Michigan-Ann Arbor,null,52.4,69.1,56.4,49.2,NA
51-75,France,University of Montpellier,null,48.5,68.4,94.1,49.7,NA
51-75,UnitedKingdom,University of Nottingham,null,51.8,65.4,65.1,49.4,NA
51-75,UnitedKingdom,University of Sussex,null,49.9,69.9,59.8,44.1,NA
51-75,Netherlands,University of Twente,null,46.2,66.6,88.8,45.9,NA
51-75,France,University of Versailles Saint-Quentin-en-Yvelines,null,40.9,73.8,99.5,45.9,NA
51-75,Australia,University of Wollongong,null,51,66.3,69.5,44.7,NA
51-75,Sweden,Uppsala University,null,52.5,64.2,81.8,44.7,NA
51-75,NewZealand,Victoria University of Wellington,null,43.7,73,87.5,44.1,NA
76-100,Spain,Autonomous University of Barcelona,null,53.1,59.7,77.3,47.4,NA
76-100,Netherlands,Delft University of Technology,null,52.2,62.5,83.4,43.1,NA
76-100,France,Institut National Polytechnique de Grenoble,null,30.5,89.1,92.6,32.5,NA
76-100,Australia,Macquarie University,null,46.8,68.4,76.7,44.7,NA
76-100,China,Nanjing University,null,54.5,61,79.8,39.4,NA
76-100,France,Pierre and Marie  Curie University - Paris 6,null,41.9,65.9,95.4,45,NA
76-100,Canada,Simon Fraser University,null,47.4,67.9,63.9,45.3,NA
76-100,Denmark,Technical University of Denmark,null,35.2,79.2,100,40.1,NA
76-100,NewZealand,The University of Auckland,null,50.3,60.8,73.7,43.1,NA
76-100,Australia,The University of Western Australia,null,46.9,67.9,75.6,41.2,NA
76-100,UnitedKingdom,University of Aberdeen,null,49,64.9,75.7,39.4,NA
76-100,Canada,University of Alberta,null,52.9,58.2,80.7,45.9,NA
76-100,UnitedKingdom,University of Birmingham,null,54.7,63.5,70,42.8,NA
76-100,Germany,University of Bremen,null,46.6,61.3,90,48,NA
76-100,UnitedStates,"University of California, Davis",null,42.6,69.7,68.7,43.8,NA
76-100,UnitedStates,"University of California, Irvine",null,37.5,84.7,77.3,37.6,NA
76-100,Germany,University of Cologne,null,47.8,64.7,92.2,42.2,NA
76-100,Switzerland,University of Lausanne,null,40.9,71.3,94,41.5,NA
76-100,Belgium,University of Liege,null,37.4,74.4,93.7,40.8,NA
76-100,UnitedStates,"University of Maryland, College Park",null,44.3,69.1,77.2,42.5,NA
76-100,UnitedStates,University of North Carolina at Chapel Hill,null,46.1,67,59.6,50.6,NA
76-100,Australia,University of Sydney,null,58,60.8,55,41.5,NA
76-100,SouthAfrica,University of the Witwatersrand,null,56.7,61,63.6,41.5,NA
76-100,UnitedStates,University of Utah,null,44.4,69.1,69.8,41.2,NA
76-100,UnitedStates,Yale University,null,41.6,74.4,71,44.1,NA
101-150,UnitedStates,California Institute of Technology,null,36.6,82.3,82.1,31.6,NA
101-150,UnitedKingdom,Cardiff University,null,50.1,66.8,60,39.4,NA
101-150,UnitedStates,Clark University,null,37.9,80.6,55.6,38.4,NA
101-150,Spain,Complutense University of Madrid,null,49.1,61.8,75.1,37.3,NA
101-150,China,East China Normal University,null,41,66.3,88.9,32.9,NA
101-150,Germany,Free University Berlin,null,48.3,62,80.5,34.6,NA
101-150,Australia,Griffith University,null,44.3,65.6,56.3,37.6,NA
101-150,Germany,Heidelberg University,null,45.5,64.5,84.6,34.2,NA
101-150,UnitedKingdom,King's College London,null,50,62,63.5,39.4,NA
101-150,China,Lanzhou University,null,52,64.5,74.4,35,NA
101-150,UnitedKingdom,Loughborough University,null,49.4,59.2,64.7,43.5,NA
101-150,UnitedStates,Louisiana State University - Baton Rouge,null,46.4,62.8,74.2,41.5,NA
101-150,Canada,McGill University,null,44.9,63.5,74.1,41.2,NA
101-150,UnitedStates,Michigan State University,null,47,64.7,54.3,45,NA
101-150,UnitedStates,Pennsylvania State University - University Park,null,50.4,57.9,65.6,45.6,NA
101-150,UnitedKingdom,Plymouth University,null,49.4,63.5,74.3,37.3,NA
101-150,UnitedStates,Purdue University - West Lafayette,null,41.6,63.5,82.6,42.2,NA
101-150,UnitedKingdom,Queen's University Belfast,null,45.5,61.5,82,40.5,NA
101-150,Italy,Sapienza University of Rome,null,46.2,67.3,71.5,35,NA
101-150,UnitedStates,Texas A&M University,null,47.1,60.8,62.1,41.8,NA
101-150,China-HongKong,The Chinese University of Hong Kong,null,43.4,71.5,46.8,39.1,NA
101-150,UnitedKingdom,"The Imperial College of Science, Technology and Medicine",null,32.8,75.2,93.8,41.2,NA
101-150,UnitedKingdom,The Open University,null,41,69.1,72.6,33.7,NA
101-150,Australia,The University of Adelaide,null,43.7,64.7,69.3,41.5,NA
101-150,UnitedKingdom,The University of Reading,null,41.8,68.4,75.9,40.5,NA
101-150,Netherlands,University of Amsterdam,null,55.8,60,66.8,38.7,NA
101-150,Belgium,University of Antwerp,null,36.1,75.9,75.4,39.1,NA
101-150,Spain,University of Barcelona,null,56.3,51.4,77.6,44.1,NA
101-150,Germany,University of Bonn,null,46.1,66.6,83.4,38.4,NA
101-150,UnitedStates,"University of California, San Diego",null,35.6,77.1,74.1,32.1,NA
101-150,UnitedStates,University of Cincinnati,null,41.5,71,80.3,36.1,NA
101-150,UnitedStates,University of Denver,null,25.2,100,59.2,27.4,NA
101-150,Netherlands,University of Groningen,null,49.5,62.3,77.3,36.9,NA
101-150,UnitedStates,University of Illinois at Urbana-Champaign,null,45.1,66.3,69.9,41.8,NA
101-150,Austria,University of Innsbruck,null,44,63.7,90,39.1,NA
101-150,UnitedStates,University of Kansas,null,38.6,74.2,62.9,33.3,NA
101-150,UnitedKingdom,University of Leicester,null,43,64.5,74.2,36.9,NA
101-150,Portugal,University of Lisbon,null,49.7,57.9,80,39.1,NA
101-150,UnitedKingdom,University of Liverpool,null,47,61.3,74.1,37.3,NA
101-150,UnitedStates,University of Massachusetts Amherst,null,36.3,76.3,68.8,37.3,NA
101-150,NewZealand,University of Otago,null,46.1,59.7,79.1,42.2,NA
101-150,Italy,University of Padua,null,42.3,66.1,72.1,33.7,NA
101-150,Germany,University of Potsdam,null,41.9,67,91.3,39.1,NA
101-150,Canada,University of Quebec Montreal,null,38.8,65.2,84.1,36.5,NA
101-150,France,University of Savoy,null,38,71.7,89.9,38.4,NA
101-150,Australia,University of South Australia,null,26.8,97.2,67.4,26.4,NA
101-150,UnitedKingdom,University of St Andrews,null,46.2,65.4,83.6,37.6,NA
101-150,Australia,University of Tasmania,null,42.1,69.1,70.8,41.2,NA
101-150,Canada,University of Waterloo,null,47.4,61.8,73,42.5,NA
101-150,UnitedKingdom,University of York,null,39.1,69.7,76.8,36.9,NA
151-200,France,AgroParisTech,null,24.4,76.3,77.1,33.3,NA
151-200,UnitedStates,Brown University,null,37.5,64.7,73.2,34.6,NA
151-200,Czech,Charles University in Prague,null,53.7,54.3,64.5,34.6,NA
151-200,China,China University of Geosciences (Wuhan),null,36.1,64.9,88.5,29.8,NA
151-200,China-HongKong,City University of Hong Kong,null,35.4,78.3,52.1,32.1,NA
151-200,UnitedStates,Colorado State University,null,42.3,59.5,68,36.5,NA
151-200,UnitedStates,Cornell University,null,39.6,60,63.7,40.1,NA
151-200,UnitedStates,Duke University,null,39.1,64.5,66.7,37.3,NA
151-200,Germany,Humboldt University of Berlin,null,39.9,66.3,70.2,32.9,NA
151-200,UnitedKingdom,Lancaster University,null,40.5,62.8,60.9,39.4,NA
151-200,UnitedStates,Massachusetts Institute of Technology (MIT),null,29.5,78.4,81.3,30.3,NA
151-200,Mexico,National Autonomous University of Mexico,null,48.6,49.3,78.7,39.8,NA
151-200,China-Taiwan,National Taiwan University,null,39,57.6,75.2,35.7,NA
151-200,UnitedKingdom,Northumbria University,null,33.9,70.4,71.8,29.3,NA
151-200,Norway,Norwegian University of Science and Technology - NTNU,null,41.3,61.5,61.7,33.7,NA
151-200,UnitedStates,Oregon State University,null,41.2,56.6,69.9,40.1,NA
151-200,UnitedKingdom,Queen Mary University of London,null,38.8,63.7,61.9,36.5,NA
151-200,UnitedStates,"Rutgers, The State University of New Jersey - New Brunswick",null,39.6,60.3,69.4,36.5,NA
151-200,China,Sun Yat-sen University,null,41,61.5,81.2,36.1,NA
151-200,UnitedStates,The University of Georgia,null,42.8,57.9,63,36.9,NA
151-200,Japan,The University of Tokyo,null,47.6,52.3,74.9,39.4,NA
151-200,Germany,TU Dresden,null,32.2,69.7,74.5,30.7,NA
151-200,Belgium,Universit? libre de Bruxelles (ULB),null,36.3,70.4,92.5,30.3,NA
151-200,UnitedStates,"University at Buffalo, the State University of New York",null,39.9,57.4,71.6,40.1,NA
151-200,Switzerland,University of Basel,null,29.1,72.1,92.4,29.3,NA
151-200,Germany,University of Bayreuth,null,34.9,66.6,87.4,31.6,NA
151-200,UnitedStates,"University of California, Santa Cruz",null,37.2,63,79.4,33.3,NA
151-200,Italy,University of Florence,null,40.3,64.7,77.5,30.7,NA
151-200,Germany,University of Frankfurt,null,40.9,63.2,78.1,36.1,NA
151-200,Switzerland,University of Geneva,null,39.1,61.5,88,32.5,NA
151-200,Germany,University of Goettingen,null,38.2,62,86.7,35,NA
151-200,Sweden,University of Gothenburg,null,38.6,66.1,69.7,30.7,NA
151-200,Spain,University of Granada,null,42.5,59.2,84,30.7,NA
151-200,Canada,University of Guelph,null,33.7,65.6,76.6,33.3,NA
151-200,Germany,University of Hamburg,null,39.7,63.2,74.4,35,NA
151-200,UnitedStates,University of Kentucky,null,37.7,71.5,60.3,33.7,NA
151-200,Germany,University of Kiel,null,39,58.7,93.7,31.2,NA
151-200,SouthAfrica,University of KwaZulu-Natal,null,41.5,57.9,73.6,37.3,NA
151-200,UnitedStates,University of Maine,null,36.3,64.7,72.7,33.3,NA
151-200,Germany,University of Munich,null,40,62.8,78.1,34.2,NA
151-200,UnitedStates,University of Oregon,null,38.8,71,56.1,33.7,NA
151-200,Canada,University of Ottawa,null,43.9,61.3,66.8,34.6,NA
151-200,UnitedStates,University of Pennsylvania,null,32.1,73.8,70,29.8,NA
151-200,Brazil,University of Sao Paulo,null,44.7,58.2,75.6,35.7,NA
151-200,UnitedStates,University of Tennessee - Knoxville,null,41.5,62.8,62.2,36.1,NA
151-200,Norway,University of Tromso,null,35.6,66.8,81.6,31.2,NA
151-200,Germany,University of Tuebingen,null,38.6,65.6,90.7,29.3,NA
151-200,Canada,University of Victoria,null,43,55.7,64.4,39.1,NA
151-200,Spain,University Rovira i Virgili,null,38.8,69.9,84.1,25.3,NA
151-200,China,Zhejiang University,null,34.4,65.6,79.9,32.9,NA
ecology,2017,,,,,,,
1,UnitedKingdom,University of Oxford,287.3,96.4,73.7,86.3,100,NA
2,France,University of Montpellier,279.6,95.4,68.1,86.1,99,NA
3,Australia,The University of Queensland,278.3,95.3,71.8,75.3,96.2,NA
4,UnitedStates,"University of California, Berkeley",278,91.1,78.3,69.2,94.8,NA
5,UnitedStates,"University of California, Davis",275.5,100,69,61.3,94.3,NA
6,Canada,University of British Columbia,269.3,90.1,74.3,80.9,88.7,NA
7,Netherlands,University of Wageningen,263.4,91.1,76.7,85.7,78.4,NA
8,Australia,James Cook University,261.2,86.8,76.9,76.2,82.2,NA
9,UnitedKingdom,University of Cambridge,258.1,84.7,70.9,82.6,85.9,NA
10,Sweden,Swedish University of Agricultural Sciences,255,87.4,73.9,82.6,77.2,NA
11,UnitedStates,University of Florida,252.9,92.6,65.3,67.4,81.4,NA
12,Finland,University of Helsinki,250.3,86.6,69.6,79.7,78.2,NA
13,UnitedStates,Cornell University,250.1,83.7,68.5,66.2,84.6,NA
14,UnitedKingdom,"The Imperial College of Science, Technology and Medicine",246.6,72.9,75.7,86.9,80.6,NA
15,Denmark,University of Copenhagen,246,80,74.5,91,73.3,NA
16,UnitedStates,"University of Minnesota, Twin Cities",245,79.4,74.3,69.4,77.5,NA
17,UnitedStates,University of Washington,244.9,82.3,70.7,63.8,79.1,NA
18,UnitedKingdom,University of Exeter,241.6,76.1,76.1,80.2,73.3,NA
19,UnitedStates,University of Wisconsin - Madison,239.5,78.7,70.1,61.2,78.5,NA
20,UnitedStates,Duke University,239.1,71.6,78.7,71.5,74.6,NA
21,Switzerland,Swiss Federal Institute of Technology Zurich,238.4,73.3,78.3,85.1,69.7,NA
22,Australia,The University of Melbourne,237.5,77.8,72.4,67.2,73.8,NA
22,Australia,The University of Western Australia,237.5,80.1,70.3,75.9,71.9,NA
24,Australia,The Australian National University,237.2,77.7,70.3,69.1,75.4,NA
25,UnitedStates,Oregon State University,236.9,85.1,68.3,60.6,71.4,NA
26,France,Pierre and Marie  Curie University - Paris 6,236.8,79.5,67.9,83.5,72.7,NA
27,Switzerland,University of Zurich,236.5,71.4,73.7,91,73.2,NA
28,UnitedStates,Harvard University,235.3,68.8,76.1,77.4,74.9,NA
29,UnitedStates,Stanford University,234.4,67.8,81.3,72.3,70.8,NA
30,Denmark,Aarhus University,234,77.7,70.5,87.2,68.4,NA
30,UnitedStates,Colorado State University,234,79.2,68.5,59.5,74.3,NA
30,UnitedKingdom,The University of Sheffield,234,70.4,72,86.2,74.3,NA
33,UnitedStates,University of Colorado at Boulder,230.5,63.8,87.8,65.4,65.8,NA
34,UnitedKingdom,The University of Edinburgh,229.8,68.4,70.9,80.4,74.5,NA
35,Germany,University of Goettingen,224.8,71.4,76.1,81.5,61,NA
36,UnitedStates,Yale University,224.2,66.5,75.1,70.3,68.5,NA
37,UnitedStates,Michigan State University,222.7,71.1,72.8,62.4,66.2,NA
38,Sweden,Lund University,220.9,69.8,74.1,85.2,59.9,NA
39,France,Universite Paul-Valery Montpellier 3,220.2,66.3,66.9,84.5,70,NA
40,UnitedStates,"University of California, Santa Barbara",219.7,63.7,77.7,68.3,64.7,NA
40,Canada,University of Toronto,219.7,69.2,66.3,76.8,68.9,NA
42,UnitedStates,University of Montana - Missoula,218.8,67.1,69.6,63.4,69.3,NA
43,UnitedKingdom,University of Leeds,218.5,59.1,86.8,84.1,55.8,NA
44,France,Ecole Pratique des Hautes Etudes,217.5,65.2,66.9,84.8,68.4,NA
45,UnitedStates,The University of Georgia,217.2,77.2,60,58.1,68.4,NA
45,Australia,The University of New South Wales,217.2,67.7,70.1,71.6,65.1,NA
47,Sweden,Stockholm University,215.9,65.1,77.1,81.8,57.4,NA
48,UnitedStates,"University of California, Santa Cruz",214.8,64.7,71.1,73.3,64.4,NA
49,Canada,McGill University,214.5,63.5,72.6,81,62.2,NA
50,Sweden,Uppsala University,213.5,64.9,65.6,86.4,65.8,NA
51-75,UnitedStates,Arizona State University,null,63.3,72.6,68.1,52.6,NA
51-75,Australia,Macquarie University,null,61.2,73.3,74.1,54.1,NA
51-75,Mexico,National Autonomous University of Mexico,null,92,49.7,68,56,NA
51-75,UnitedStates,Princeton University,null,58.8,79.6,81.3,58.1,NA
51-75,France,Universit? Grenoble Alpes,null,47.3,88.9,86.7,54.3,NA
51-75,UnitedKingdom,University College London,null,52.5,78.3,83.3,56.8,NA
51-75,UnitedKingdom,University of Aberdeen,null,60,74.3,85.3,59,NA
51-75,Canada,University of Alberta,null,71.4,61,71.9,61.7,NA
51-75,UnitedStates,University of Arizona,null,71.1,67.9,65.1,61,NA
51-75,Switzerland,University of Bern,null,60.7,77.3,86.9,55.8,NA
51-75,UnitedStates,"University of California, Los Angeles",null,59.3,76.3,73.3,58.8,NA
51-75,UnitedStates,"University of California, San Diego",null,55.9,78.3,74.9,52.4,NA
51-75,UnitedKingdom,University of East Anglia,null,54.3,77.9,85,53.8,NA
51-75,Netherlands,University of Groningen,null,60.7,69.6,87.7,57.1,NA
51-75,Canada,University of Guelph,null,59.8,71.1,78.9,56.4,NA
51-75,Switzerland,University of Lausanne,null,56.2,68.1,83.6,62.5,NA
51-75,UnitedStates,"University of Maryland, College Park",null,58.1,82.8,68,55.8,NA
51-75,UnitedStates,University of Michigan-Ann Arbor,null,61.2,70.3,64.1,63.2,NA
51-75,Norway,University of Oslo,null,63.1,69,84.1,59,NA
51-75,Brazil,University of Sao Paulo,null,81.8,57.1,70.3,49.9,NA
51-75,France,University of Savoy,null,46.6,89.9,83.8,53.8,NA
51-75,UnitedKingdom,University of St Andrews,null,59.6,66,82.4,59.9,NA
51-75,Australia,University of Sydney,null,68,64.2,68.1,60.1,NA
51-75,Australia,University of Tasmania,null,65.9,69.8,74,59.2,NA
51-75,Austria,University of Vienna,null,56,75.3,84.8,55.5,NA
76-100,France,AgroParisTech,null,51.5,66,76.6,58.4,NA
76-100,Spain,Autonomous University of Barcelona,null,55.7,68.7,81.4,48,NA
76-100,UnitedStates,Columbia University,null,46.8,84.3,77.4,43.3,NA
76-100,Belgium,Ghent University,null,59.2,64.9,84.6,47,NA
76-100,UnitedStates,Indiana University Bloomington,null,50.4,73.5,64.6,54.1,NA
76-100,Canada,Laval University,null,59.5,60.7,72.9,53.4,NA
76-100,Australia,Monash University,null,56.9,66.9,74.1,55.6,NA
76-100,UnitedStates,North Carolina State University - Raleigh,null,67.1,62.7,63,58.5,NA
76-100,France,Paul Sabatier University (Toulouse 3),null,53.6,73,84.2,50.8,NA
76-100,UnitedStates,Pennsylvania State University - University Park,null,66.1,62.5,63.1,58.7,NA
76-100,SouthAfrica,Stellenbosch University,null,62.3,64.4,77,58.2,NA
76-100,Australia,The University of Adelaide,null,59.4,68.7,71.2,56.8,NA
76-100,UnitedStates,The University of Texas at Austin,null,55.2,76.7,67,55.1,NA
76-100,UnitedStates,University of Alaska - Fairbanks,null,62.3,71.1,69.2,54.1,NA
76-100,Spain,University of Barcelona,null,61.2,62,80,52.2,NA
76-100,UnitedKingdom,University of Bristol,null,55.9,71.1,78.2,56.9,NA
76-100,UnitedStates,"University of California, Irvine",null,45.5,83.4,69.3,47.8,NA
76-100,SouthAfrica,University of Cape Town,null,63.9,65.1,83.2,53.3,NA
76-100,UnitedStates,University of Chicago,null,46.3,78.9,69.3,53.9,NA
76-100,UnitedStates,University of Illinois at Urbana-Champaign,null,64.2,65.3,58.3,57.7,NA
76-100,NewZealand,University of Otago,null,61.1,69.6,76.2,54.1,NA
76-100,UnitedStates,University of Tennessee - Knoxville,null,59.7,69.2,64.9,58.4,NA
76-100,Australia,University of Western Sydney,null,43.1,86.8,89.2,45.4,NA
76-100,UnitedKingdom,University of York,null,51,80,76.7,52.7,NA
76-100,Netherlands,VU University Amsterdam,null,56.5,79.8,84.9,44.6,NA
101-150,UnitedKingdom,Bangor University,null,44.7,72.6,86.8,41.2,NA
101-150,UnitedStates,Boston University,null,40,84.3,74.1,40.9,NA
101-150,Czech,Charles University in Prague,null,53,67.2,75.9,48.2,NA
101-150,France,Claude Bernard University Lyon 1,null,51.8,62.2,76.6,51.9,NA
101-150,Canada,Dalhousie University,null,50,68.1,76.3,42,NA
101-150,Australia,Deakin University,null,46.9,70.5,69.5,43.8,NA
101-150,Australia,Griffith University,null,52.9,66,66.9,47.6,NA
101-150,Belgium,KU Leuven,null,57.3,67.4,81.4,46.4,NA
101-150,UnitedKingdom,Lancaster University,null,43.2,79.6,85.5,43.6,NA
101-150,UnitedStates,Montana State University,null,48,67.4,56.8,46.2,NA
101-150,UnitedStates,Northern Arizona University,null,45.6,84.1,59.8,42.3,NA
101-150,Norway,Norwegian University of Life Sciences,null,52.6,66.3,82.5,42,NA
101-150,China,Peking University,null,49.5,78.1,74.7,39.6,NA
101-150,UnitedKingdom,Plymouth University,null,41.9,81,84.5,35.9,NA
101-150,Canada,Simon Fraser University,null,54.4,68.3,76.8,48.2,NA
101-150,UnitedStates,Stony Brook University,null,46,69.2,69.6,46.2,NA
101-150,Estonia,Tartu University Institute of Ecology & Earth Sciences,null,44.2,78.7,83.1,37.7,NA
101-150,Germany,Technical University Munich,null,51.8,76.5,83.2,42.3,NA
101-150,UnitedStates,Texas A&M University,null,62.4,54.4,58.9,46.4,NA
101-150,UnitedStates,The Ohio State University - Columbus,null,55.6,66,60.9,44,NA
101-150,NewZealand,The University of Auckland,null,51.9,64.2,78.5,48,NA
101-150,UnitedKingdom,The University of Glasgow,null,46.1,71.8,81.9,48.7,NA
101-150,UnitedKingdom,The University of Manchester,null,43.3,73.9,79.7,42.5,NA
101-150,UnitedKingdom,The University of Reading,null,42.8,79.8,82.8,38.1,NA
